L1 Hawaiian_Text,Reference_Translation
"O ka laua mau kane aia i ka mahiai me na kanaka, hoouna aku la laua ia Kauakahi e kii, me ka olelo aku ua hiki mai ko laua kaikoeke. A hiki o Kauakahi, olelo aku la: “I kauoha mai nei na ’lii wahine ia olua e hoi olua i ka hale, ua puka mai ko olua kaikoeke mai Kauai mai, e kalua puaa a me ka ai.” Ia wa, makaukau na mea a pau a hiki i ka hale, kalua ka puaa me ka ai. Kaha hele aku la o Pikoiakaalala, a puka aku la i kahi o na ’lii o Oahu nei e noho ana, a hiki ia, e pili ana na ’lii i ka pana iole.","The husbands of the sisters of Pikoiakaalala were out in the fields working with the men, so Kauakahi was sent to bring them home and to tell them that their brother-in-law had arrived. When Kauakahi came up to them he said: “You have been sent for by your two wives to return home because your brother-in-law has arrived from Kauai, and to kill a pig and prepare some food.” The food and pig were gotten ready and as soon as they arrived at home they were cooked in the ground."
"Na ’lii. O Kaulamawaho ke kane, o Kekakapuomaluihi ka wahine, e pili ana laua i na waiwai. O Mainele ka ke kane pana iole, a o ka wahine alii aole ana pana [ ] iole; nolaila, olelo hooioi o Pikoiakaalala imua o Mainele, penei: “He mea liilii wale no ia mea, aole ia he mea nalowale.” Lohe ke ’lii wahine i keia olelo a Pikoiakaalala, kahea mai e hele aku a kokoke, a hiki ia, ninau mai ke ’lii wahine: “He ike no oe?” “Ae,” pela aku o Pikoiakaalala. Wahi a ke ’lii wahine: “Ina he ike oe i ka pana iole, alaila, o oe ka’u pana iole, a e pili ko’u waiwai mahope ou, a e pana olua o Mainele, a holo ko laua olelo ana, pili na waiwai.”","While the pig and food were being cooked, Pikoiakaalala left the house and walked over to where the king and queen of Oahu were residing. When he arrived he found them betting on rat shooting. Kaulamawaho the king and Kekakapuomaluihi [ ] the queen were betting their possessions. Mainele was the king’s rat shooter, but the queen had no one to do the shooting for her; so when Pikoiakaalala saw this he boasted in the presence of Mainele in the following manner: “That is simple enough, anybody can do that.” When the queen heard this she called for Pikoiakaalala to come near to her. As he stood in the presence of the queen she asked him: “Do you know how?” Pikoiakaalala answered: “Yes.” “If you know how to shoot rats,” said the queen, “then I will stake my property on your skill and you can compete with Mainele.” As soon as they agreed on the conditions the bet was made."
"No Mainele. He kanaka kaukau alii o Mainele, a he kanaka akamai loa ma ka pana iole, nana wale no ke eo ke pili, he umi iole e ku i ka pua hookahi, i ka pana hookahi ana. No ka pili ana. Pili ke ’lii kane i kona waiwai mahope o Mainele, pili hoi ke ’lii wahine i kona waiwai mahope o Pikoiakaalala, a mau na pili. Na Iole. Ina e ku na iole he umi i ka pua i ka pana hookahi ana, alaila, eo ka waiwai, ina emi i ka eiwa iole o ka pana hookahi ana, aole eo, pela na aoao elua. Ia wa pana o Mainele, ku he umi iole i ka pana hookahi ana, kanikani pihe ka aha e nana ana, “Eo ia Mainele! Eo ia Mainele!” Olelo aku o Pikoiakaalala, me ka hoonaukiuki ia Mainele: “Hawawa! A e pono no paha ke ku ma ke kino o ka iole he aka nui; kai no paha i ka umiumi o ka iole e pana ai, akaka la hoi ke akamai, aole ka!” Olelo mai o Mainele: “Keiki hoopunipuni oe. Mai ko’u la i pana iole a hiki i keia la, aole au i ike i kekahi kanaka e pana ana ma ka umiumi o ka iole.” No ko laua hoopaapaa loihi, pili hou no ke ku i ka umiumi o ka iole. Mahope o keia pili hou ana, pana o Pikoiakaalala. Aole iole, mehameha ka nahele; pule o Pikoiakaalala, oia ka Kalokalo. Ma keia wahi e ike ia ai, he ano kino iole na makua a me na kaikuahine.","Mainele was a high chief and was an expert in the art of rat shooting; he was known to win all the contests in which he took part. He could hit ten rats with one arrow at one shot. In regard to the wager: the king staked his property on Mainele, while the queen staked her property on Pikoiakaalala. The condition was that whoever could shoot and hit ten rats with one arrow would win, the one failing to do this would lose. Mainele took the first shot, and when the people looked they saw that the arrow had entered into ten rats, so they shouted, “Mainele has won! Mainele has won!” Pikoiakaalala then sarcastically remarked to Mainele: “How awkward! It is easy enough to hit the rat in the body because the object is large. I thought you were going to shoot at the whiskers in order to prove your great skill, but I see I am mistaken.” Mainele answered: “You are a deceitful boy. From the day I first began shooting rats until this day, I have never seen a man who could shoot at the rats’ whiskers.” Because the two were arguing over the matter so long, bets were again made about hitting the rats’ whiskers. After the new bets were made, Pikoiakaalala took his shot. At this time there were no rats to be seen, the brush in the near neighborhood was without rats; so Pikoiakaalala prayed his Kalokalo prayer. By this we can see that his parents and sisters must have had the forms of rats."
"Aia la o Pikoiakaalala, O Kama a’u a Alala, I hanau ia e Koukou, O Alala ka makuakane O Koukou ka makuahine, O Kikoo o ka po, E kikoo aku ana au ia oe, Ia uluku, ia ululono, O Kaulamawaho he alii, O Kekakapuomaluihi O Kau la hooholo ia mai Aia la! Aia la! Aia ka iole i ka hua o ka aweoweo, I ke kumu o ka aweoweo I ka lau o ka aweoweo Aweoweo ula i ka la, I moe i ke pili o kuahuia nei la, Moe, moe maila ka iole, A hoi maila i ka iki.","Here is Pikoiakaalala, I am the offspring of Alala, Brought forth by Koukou. Alala [was] the father, Koukou [was] the mother, The bent bow of the night. I am about to shoot at you, At Uluku; at Ululono. Kaulamawaho the king, Kekakapuomaluihi [the queen], It is you to drive them along There they are! There they are!! There are the rats at the outskirts of the aweoweo, At the trunk of the aweoweo, At the leaf of the aweoweo, Aweoweo [that is] made red by the sun [The rats are] lying in the pili grass, let them be driven this way They sleep, the rats are asleep They have returned."
"Pana aku la o Pikoiakaalala, ku na iole he umi, a ma ka pau loa ana o ka pua he opeapea, hui ia umikumakahi, ma ka umiumi o ka iole ka paa ana. Olelo o Mainele, kona hoa pana iole, a me na kanaka a pau: “Ua pai! Ua pai, no ka mea, he umi [ ] iole o kau pana hookahi ana e Mainele, a he a Pikoiakaalala, a o ke opeapea aole heia iole.” I aku o Pikoiakaalala: “He iole ia, ua ku i ka pua; penei ka olelo ana:","Pikoiakaalala then let fly his arrow, which hit ten rats, and at the point of the arrow was held a bat, making eleven; all the rats were made fast by their whiskers. Mainele, Pikoiakaalala’s opponent, then said, together with the people who were present: “It is a draw! It is a draw, because you have hit ten rats and one bat with your [ ] arrow, and Mainele has hit ten rats with his arrow. The bat should not be counted as it is not a rat.” Pikoiakaalala replied: “That bat should be counted as a rat, as I have hit it with my arrow, and according to the old saying, which is as follows:"
"Aia la he iole,” pela aku o Pikoiakaalala ia Mainele a me na kanaka a pau loa, na ’lii. Nolaila, eo o Mainele a me kona alii o Kaulamawaho. Nolaila, ua maopopo he mau iole na kaikuahine o Pikoiakaalala, oia o Iole a me Opeapea i olelo i ma ka hoomaka ana o ke ia kaao.","There you are, it is a rat,” said Pikoiakaalala to Mainele, the chiefs and all the people. So Mainele and the king, Kaulamawaho, were beaten. Therefore we can see plainly that the sisters of Pikoiakaalala, Iole and Opeapea, were rats."
"A nalowale mai o Pikoiakaalala mai ke ’lii wahine mai, a me ke anaina kanaka a pau loa o kahi ana i pana iole ai, he mea pilikia loa ia i ka manao o ke ’lii wahine o Kekakapuomaluihi. Nolaila, kuahaua ia mai na mea a pau e hui i kahi hookahi, mai na ’lii a na makaainanana, ke kanikoo, ka haumakaiole, ke kolopupu, koe ka palalauhala, ka mai iluna ke alo, ka mea ku a hina iho. O keia huliamahi ana o na mea a pau loa, i loaa o Pikoiakaalala, eia nae, aole i loaa i loko o keia akoakoa ana, no ka mea, ua pii ae ke kino o Pikoiakaalala i ka nui no kela ai hookahi ana. I ka wa i pana iole ai me Mainele, he kino keiki no ko Pikoiakaalala. Iloko o keia akoakoa ana i ike ia ai o Pikoiakaalala, maloko o kana hana he pana iole.","When Pikoiakaalala disappeared from the queen and the people after the contest, the queen was greatly worried; so a proclamation was issued calling the chiefs and common people together, the aged, those whose eyes had become dim; those who were bent with age, excepting those whose skin had become yellow [with age], those who were sick and those who staggered and fell. This call for a universal gathering was made in order to find Pikoiakaalala. When the people were gathered Pikoiakaalala was not recognized as he stood among them as he had grown larger after partaking of that one meal; for at the time he had his contest with Mainele he was but a mere boy. He was, however, later on recognized by means of his great skill at shooting rats."
Iloko o ke anaina kanaka e noho ana he luahine haumakaiole ua hele a liilii na maka a like me ko ka iole. Kahea o Pikoiakaalala: “Ka iole nui e! Ka iole nui e! Makau ole i ke kanaka keia iole. Ku oe i ka’u pua! Ku oe i ka’u pua.”,"Among the people gathered was an aged woman whose eyes were dim and had grown small till they looked like those of a rat. When Pikoiakaalala saw her, he shouted out: “See that big rat! What a large rat!! It is not afraid of the people. My arrow will hit you! My arrow will hit you!”"
"I keia kahea ana a Pikoiakaalala, lohe o Mainele a me na ’lii; i aku o Mainele: “Kanaka hoopunipuni oe; aia i hea ia iole holo mai i loko o keia anaina kanaka nui? He keu oe o ke kanaka wahahee.”","As Pikoiakaalala was shouting, Mainele and the chiefs heard it, so Mainele spoke up: “You are a deceiving man. Where is the rat that will come into this great assembly of people? You are the greatest of liars.”"
"“He iole! He iole!” pela o Pikoiakaalala. Olelo mai o Mainele: “E pili kaua.” Ma keia pili hou ana komo hou na ’lii, o ke ’lii kane mahope o Mainele, o ke ’lii wahine mahope o Pikoiakaalala; a pau ka pili ana o na waiwai, pana o Pikoiakaalala. Wahi a [ ] Mainele: “Aia a ku i ka iole ponoi, eo, lilo ka waiwai ia Pikoiakaalala, no ka mea, ua ike na mea a pau aohe iole holo mai i kawa paapu o na kanaka. ”","“A rat! A rat!” continued Pikoiakaalala. Mainele replied: “Let us make a wager.” In this new wager the king and queen again took part; the king backed up Mainele while the queen supported Pikoiakaalala. As soon as the wager was decided on, Pikoiakaalala made ready to shoot. Before his arrow left the bow, however, Mainele remarked: “If the actual rat is hit then the wager is won and Pikoiakaalala can [ ] have the stakes.” He said this because they all felt sure that no rat would be seen in the crowd of people."
"Pana o Pikoiakaalala i ka pua, ku ka luahine haumakaiole. Hoole o Mainele a me na kanaka a pau aohe ia he iole, he kanaka ia. I aku o Pikoiakaalala, he iole ia, penei: “Hanau ke keiki; he kino uuku ia; a nui ae, he kino kamalii; a pau ka pii ana o ke kino, he kanaka makua; a lalau i ke kookoo, he elemakule; a liilii na maka, he ‘haumaka-iole,’ iole. Aole ia he iole? He iole ia.” Eo o Mainele.","When Pikoiakaalala let fly his arrow, it hit the old woman whose eyes were dim and had grown small because of her great age. At seeing this Mainele and the people refused to give up the stakes as the old woman was not a rat, but a human being. Pikoiakaalala answered that the object hit by his arrow was a rat, saying: “When a baby is born it is called a child; when it grows bigger it is called a youth; when it stops growing it is called a full-grown man; when he walks with a cane he is called an old man; and when his eyes grow small he is likened to a rat ‘ haumaka-iole ,’ a rat. Is not that a rat? It is a rat.” Mainele was therefore beaten."
"A pau keia pili ana, hoi lakou a loko o ka hale, noho. O Pikoiakaalala nana ae la ia i kaupoku o ka hale a olelo ae la: “Ka iole nui e kau mai la! Ka iole nui e kau mai la!!” I aku o Mainele: “Wahahee oe e na kanaka; na wai ia iole holo mai o laila? He oi oe o ke kanaka wahahee, aohe ou lua.” Olelo aku o Pikoiakaalala: “He iole; ina i pana au i kuu pua a i ku, pehea oe e Mainele?” “Ae, i pana oe a i ku ka iole, eo au ia oe, a i ku ole, eo oe ia’u,” pela aku o Mainele. Nolaila, pili hou laua, na na haku alii o laua i pili na waiwai, ka aina. A pau ka pili ana, pana o Pikoiakaalala. Lele aku la ka pua a ku i ka “aho kuaiole” i ke kaupoku maluna iho, ku ka pua. Nana ae la o Mainele a hoole: “Aole ia he iole, he aho ia, aole i eo.” Olelo aku o Pikoiakaalala: “He iole ia, penei ka olelo ana: ‘Kau hilo ia iho ka aho kuaiole.’ Aole ia i pili i ka olelo na ka iole, ua pili, nolaila, ua eo oe ia’u.” Ia wa, hooholo na mea a pau loa, ua eo o Mainele. Ma keia eo ana o Mainele, ua haule loa kona akamai i lalo a me kona kaulana. Ua lilo ke akamai a me ke kaulana no Pikoiakaalala, i ka pana iole.","After the bet was settled they went into the house and sat down; Pikoiakaalala then looked up at the rafters and said: “Look at that big rat sitting there! Look at that big rat sitting there!!” At this Mainele remarked: “You are a deceiving man. Where is the rat to come from that you could see there? You are the greatest liar I have ever seen. You have no equal.” Pikoiakaalala said: “There is a rat. If I should shoot and hit a rat, what would you do?” “All right, we will make a bet, if you shoot and hit a rat I lose and if you don’t hit one you lose,” said Mainele. The bets were then made, the king and queen doing the betting, consisting of articles of value and land. After the bets were made, Pikoiakaalala let fly his arrow which flew and hit the top-most batten Kuaiole. At this Mainele looked on and said: “That is not a rat, that is a batten, you have not beaten me.” Pikoiakaalala replied: “That is a rat, for the common expression is this: ‘Put on and bind down the rat-backed batten.’ Is not that expression connection with the word rat? I say it is; therefore, I have won.” At this everybody present decided that Mainele was beaten. When Mainele was beaten this time, his skill and fame began to wane, while the skill and fame of Pikoiakaalala as a shooter of rats was established."
