L1 Hawaiian_Text,Reference_Translation
"Ia pii ana a Lonoikamakahiki ma mai Kaunooa aku, a waena pili, ma ke aumoe, ike aku la lakou i ke ahi a na kipi e a mai ana i Puupa. Ninau ae o Lonoikamakahiki i na kahuna: “Heaha kela ahi?” I mai la ke kahuna: “He kaua, he ahi na na kipi aina.” Ninau aku o Lonoikamakahiki: “A pehea kakou?” I aku la na kahuna: “Hoounaia aku i hookahi kanaha kanaka, me na lama ma ko lakou lima, i eha lama a ka mea hookahi e hoaa ai, alaila i kuhi mai ai lakou eha kanaha kanaka, hele pono aku no, a mawaho pono o Puupa, alaila hoa ae i ke ahi i hiki aku ai kakou i kahi a lakou i hoomoana ai, alaila o ka hoomaka no ia o ke kaua, i alualu aku mahope nei a o kela poe mai hoi he kanaha, o ko lakou hee no ia.”","Lonoikamakahiki followed the directions of his priests. Proceeding upwards from Kaunooa and about midway of the plains at about midnight they could see the fires of the rebels at Puupa. Lonoikamakahiki asked his priests: “What is that fire?” The priests answered: “A battle. It is the fires of the traitors of the land.” He asked again: “What of us?” The kahunas answered: “Send along forty men with torches in their hands, each man to carry four torches to burn, so as to deceive and to give the rebels the impression that there are four forty men, allowing them to proceed directly and when immediately outside of Puupa permit them to light their torches so we may be able to locate the whereabouts of the enemy and learn where they are encamped, the battle to begin at once, we to follow them from the rear and the forty from the opposite direction, and the enemy will be routed.”"
"Ia manawa a ke kahuna i olelo ai, hoouna aku la o Lonoikamakahiki i hookahi kanaha kanaka me Pupuakea pu, oia ke kanaha kumamakahi. A hana ae la lakou e like me ka olelo a ke kahuna, eha lama pakahi a na kanaka, a hele aku la ma kahi a ke kahuna i kuhikuhi ai. A hala aku la lakou a mawaho pono aku o kahi a ka poe kipi e hoomoana ana, hoaa mai la lakou i na lama eha kanaha, a hooho ae la me ka leo nui: “Iluna o ke kipi aina! Iluna o ke kipi aina!!” A pela aku.","Receiving the instructions from the priests, Lonoikamakahiki sent out forty men with Pupuakea, who made forty-one. They followed the instructions of the priests, each man carrying four torches, proceeding along the direction indicated by the priests. They travelled along to the outskirts of the camp of the rebels, lighted their four forty torches and set up a tremendous shouting, “Onto the traitors of the land! Onto the traitors of the land!” and such like."
"A ike ae la na kipi i na lama e a ana, a me na leo hooho, a helu aku la lakou (na kipi) i ka nui o na lama, pakahi, ua like me eha kanaha, a alualu aku la. Ia lakou (na kipi) i hala aku ai, hiki aku la o Lonoikamakahiki me kona puali kaua, a i ka hoouka kaua ana me ko Pupuakea puali, lanakila mai la o Pupuakea, a emi hope mai la na kipi. A iloko oia emi hope ana, e hoomoana aku ana o Lonoikamakahiki me kona puali, a o ka hoouka iho la no ia, a ma ia hoouka ana, hui ae la na puali elua, o ko Lonoikamakahiki me ko Pupuakea puali, a pau iho la na kipi i ka lukuia, a o ke [ ] koena, hee aku la a uka o Ouli ma Waimea i ua po nei, a luku ia mai la no e kekahi poe kipi o lakou, me ka manao o ko Lonoikamakahiki poe keia e hee nei; nolaila, pau loa ke koena o na kipi i pakele mai i ke kaua ma Puupa. Nolaila, ma keia kaua ana, ua kapaia keia kaua a Lonoikamakahiki o Puupa, oia ke kolu o ka Lonoikamakahiki hoouka kaua ana.","The rebels saw the burning torches and heard the loud yells. After first counting the number of torches and discovering there were only four forties the rebels gave chase. While the rebels were absent Lonoikamakahiki and his men arrived, and in the fight with Pupuakea’s men, who gained by repulsing the rebels, Lonoikamakahiki and his army stood off ready to receive them. The battle waxed fierce and hard until the two divisions of Lonoikamakahiki and Pupuakea came together, when there was great [ ] slaughter of the rebels. Some escaping, ran upwards to Ouli at Waimea that night and were there slain by their own men being under the impression that they were Lonoikamakahiki’s men running away. Thereby the remaining rebels who escaped from the battle of Puupa were also killed. It is for this reason that this fight of Lonoikamakahiki’s was called Puupa, and was the third of his battles."
"Ma ke ao ana ae, i kela po i hoouka kaua ai ma Puupa, kui aku la ka lono i na wahi e ae, aia o Lonoikamakahiki i Puupa; nolaila, o ka poe e hoomoana ana ma Haleokapuni i Kawaihae, a e like hoi me ka manao mua o ka poe e hoomoana ana ma Haleokapuni, aole lakou e pii iluna o Puukohola, aia a make kekahi kanaka o ko Lonoikamakahiki aoao, alaila pii ia o Puukohola no ka hai kanaka. A no ia mea, ua noho manaolana wale lakou (na kipi) ma ka lakou manao i kuka mua ai a ua hilinai wale lakou me ka manao e lanakila ana lakou. No ka mea, ua kaulana o Kanaloapulehu he kanaka ikaika, a me Kanaloakuakawaiea.","On the day following the night of battle at Puupa, rumors began to spread everywhere that Lonoikamakahiki was at Puupa. Those who were encamped at Haleokapuni in Kawaihae, in accordance with a previous understanding had by them, would not ascend Puukohola unless a man on the side of Lonoikamakahiki should be slain; then only would Puukohola be scaled for human sacrifices. For that reason the rebels rested with high hopes, based on their former understanding and anticipations of victory, because Kanaloapulehu and Kanaloakuakawaiea were celebrated for their great prowess."
"Aka ma kekahi po, hiki aku la o Lonoikamakahiki i Kawaihae me kona puali, a o ko Pupuakea puali hoi iho ia ae a ma Nakikiaianihau , hoaiai ia mai. Aka, o Kanaloapulehu, ike aku la lakou i ke kaua a Pupuakea, hoouana aku la oia hehookahi lau kanaka e hele aku e kaua me Pupuakea. Aka, ia poe i hoomaka aku ai e hele e kaua me Pupuakea, ma ua po nei, ua hiki ae la o Lonoikamakahiki iluna o Puukohola, kawa po ia mai la e Lonoikamakahiki, paa o luna o ka puu o Puukohola. Ia manawa o ka hoouka koke iho la no ia o ke kaua, a paa mai la o Kanaloapulehu ma ka lima o ko Lonoikamakahiki poe kaua, a o Kanaloakuakawaiea, hee aku la oia me ke koena o na kipi, a lanakila iho la o Lonoikamakahiki ia po; o ka ha keia o ka Lonoikamakahiki kaua po ana. A ua kapaia ia kaua ana a Lonoikamakahiki i Puukohola o Kawaluna, no ke kawa po ana mai a Lonoikamakahiki ma kela hoouka kaua ana. Paa iho la o Kanaloapulehu ia po a ao, pepehiia iho la, a kau ia aku la i ka lele. Pela i make ai ka pukaua o na kipi.","On the night following Lonoikamakahiki arrived at Kawaihae with his force of men, and Pupuakea’s force came by way of Nakikiaianihau , and revealed themselves. Kanaloapulehu, seeing the force of Pupuakea, sent out four hundred men to give him battle. At the same time that the men were on the way to intercept Pupuakea, Lonoikamakahiki had taken possession of Puukohola by a strategic move made during the night and was occupying the top of it. Immediately the battle commenced, and Kanaloapulehu was afterwards made prisoner by Lonoikamakahiki’s warriors, and Kanaloakuakawaiea was repulsed with what was remaining of the rebels, Lonoikamakahiki being the victor that night, recording the fourth night battle won by him. This battle of Lonoikamakahiki at Puukohola was named the Kawaluna, because of the night strategy successfully executed by him on that occasion. Kanaloapulehu, having been made prisoner, was killed and laid upon the altar (lele). So died the general of the rebels."
"Mahope iho o ka lanakila ana o Lonoikamakahiki i ka hoouka kaua ana ma Puukohola, hee aku la o Kanalaokuakawaiea, ka pukaua nui i koe o na kipi aina; hee aku la a noho i luna o Puainako. (Aia kela oioina ma ka akau ae o Kawaihae, aneane eha mile mai Kawaihae aku).","After the victory by Lonoikamakahiki at the battle of Puukohola and the repulse of Kanaloakuakawaiea, the remaining great general of the traitors was forced to the top of Puainako. That eminence is about four miles to the north of Kawaihae."
"Ma ua po hoouka kaua la i Puukohola, ma ke kakahiaka ana ae, mahope iho hoi o ka pau ana o ka hai kanaka (Kanaloapulehu) ma Puukohola, ia manawa hoomaka aku la ka Lonoikamakahiki poe kaua e hele; aka ua hiki mua aku la o Pupuakea me kana poe kaua i ka pali o Honokoa i ka manawa poeleele o ke kakahiaka nui, me ka manao e loaa aku ke pio, aka, aole he pio i loaa aku; nolaila hoi hope mai la ua o Pupuakea, a loaa o Lonoikamakahiki e iho mai ana i Pahonu, akahi no a hui na puali elua; ka Pupuakea me ka Lonoikamakahiki. Ia manawa, kuka ae la lakou i kahi e hele ai. Ma ka manao o Pupuakea laua o Lonoikamakahiki ma uka o Waimea ke pii; [ ] a ma ka manao hoi o ke kahuna, o Hauna, ma Kohala ke hele i Puumaneo e hoonoho ai ke kaua. Nolaila, hoolohe no o Lonoikamakahiki e like me ka ke kahuna olelo.","On the night of the battle of Puukohola, including the following morning, after having pursued the men (Kanaloapulehu’s) from Puukohola, Lonoikamakahiki’s warriors commenced moving. Pupuakea and his men, however, had already arrived at the precipice of Honokoa during the darkness of early morning with the intention of capturing prisoners, but none were captured, however. So Pupuakea returned and met Lonoikamakahiki descending at Pahonu. The two divisions of Pupuakea and Lonoikamakahiki were then brought together again. They then held a consultation as to the direction they should take. Pupuakea and Lonoikamakahiki desired to go by way of Waimea, but the wish of the priest, Hauna, was to proceed by the Kohala route to Puumaneo and there make preparation for battle. Lonoikamakahiki heeded the advice of the priest. [ ]"
"Ma ia hooholo ana, hele aku la lakou mai Kawaihae aku, a hiki i ka pali o Honokoa, a kau maluna o ka aoao ma Kohala; ia manawa, ike aku la o Lonoikamakahiki i ka meheu wawae o na kipi, alaila hoomaka hou aku la ka lanakila e huli i ka meheu, aia nae e ahu ana na meheu he nui, ua mae ke pili. Nolaila hookolo aku la ko Lonoikamakahiki mau puali ma kahi e meheu ana, aia nae na kipi he nui e hoomoana ana ma Puainako. Ike mua mai la nae na kipi i keia kaua e hele aku ana, alaila, o ka hee aku la no ia ma kela wahi keia wahi. Aka nae, mamua o ka pau o ka hooholo ana i ka olelo i Puhaukole, ua hoouna mua aku o Pupuakea i ka elele e hele aku e nana i ka poe kipi i auhee ai i ke kaua i Puukohola.","Having come to that understanding they proceeded from Kawaihae until they reached the precipice of Honokoa, and reached on to the Kohala side. At that moment Lonoikamakahiki noticed the footprints of the rebels, and the victors began to search for more traces and they were innumerable, as indicated by the withered pili grass. Lonoikamakahiki’s forces followed the trodden path and lo! there were the rebels in large numbers encamped at Puainako. The rebels having first seen the forces of approaching men made their escape in every direction. However, before the final understanding had been reached at Puhaukole, Pupuakea already had dispatched a messenger to investigate the condition of the rebels who were repulsed at the battle of Puukohola."
"A ma keia ukali ana a Lonoikamakahiki ma, halawai mua mai la me ka elele i hoounaia aku ai. Olelo mai la ua elele la: “Aia ke pio ke auhee la i ke pili.” Nolaila, alualu aku la ka lanakila mahope o ke pio, halawai aku la lakou ma kahakai o Kahua, a luku aku la o Pupuakea i na kipi mai ke pili aku a hiki ma kahakai, auhee aku la, a puehu liilii aku la ma o a ma o. A o Kanaloakuakawaiea, holo aku la oia a ma ke awa pae waa, a kauoha aku la i na kanaka e uhi i na iliili (pohaku liilii) maluna ona. Aka nae, aole i nalo ua o Kanaloakuakawaiea, hiki e aku o Lonoikamakahiki me kona poe puali, a pepehi ia iho la o Kanaloakuakawaiea.","During the progress of Lonoikamakahiki’s search they came across the messenger which had been previously sent out, who reported that the vanquished were fleeing over the pili grass. The conquerors gave chase, meeting them on the beach at Kahua, when Pupuakea slaughtered them on the pili grass as well as at the beach, their repulse having scattered them in every direction. As for Kanaloakuakawaiea, he fled to the canoe landing and ordered the men to cover him with pebbles; the covering was only partial, however. Lonoikamakahiki and his men soon arrived upon the scene and Kanaloakuakawaiea was there slain."
"A ike mai la na kanaka o Hilo, ua make ko lakou alii, hoomake pu mai la na makaainana mamuli ona, a luku aku la ka lanakila a pau loa kekahi mau kipi, a o kekahi poe kipi, inana aku la lakou maluna o ke aa o na kahakai o Kahua, mehe opae la ka pohaku kahawai, a nolaila kahea mai o Pupuakea:","When the men of Hilo heard that their chief was killed, they also offered themselves to be slain with him. The victors slaughtered a large number of them. Some of them scrambled over the clinkers along the beach at Kahua, like shrimps clinging to the rocks in a stream. Then it was that Pupuakea chanted:"
"Ke hee la ka hoi e hee ai, Ke pio la ka hoi e pio ai, Ka ua pio kipi aina, Ke inana la ka hoi, Mehe opae oehaa la; I luna ke aa haoa E kala ka hee, Ua kaheawai ke kaua, Ke kaua kuehu one i Kaunooa, Ke kawa po i Puupa, I kaua huli moku i Kawaluna, Hee honua kipi aina I ka ehu makani o ka laau Hai kanaka nae hoi, Lono-e He lanakila-la Lanakila nae hoi Lono, E na ’lii hana ino o lakou-e!","Routed, are you, indeed you are routed! Beaten, are you, indeed you are beaten! You treasonable land pirates; You are scattered about, are you, Like water shrimps, Onto the rocks in the stream. You were routed sometime ago, For the battle was like a freshet, The battle in the shower of sand at Kaunooa, The night battle at Puupa. In the general war at Kawaluna The land pirates were easily defeated, Merely by the wind from the war clubs. Men are sacrificed indeed, by Lono. It was a victory. Lono was victorious, You treasonable chiefs!"
"Ua kapaia keia kaua a Lonoikamakahiki, Kaiopae, a nolaila, ua kapaia ka inoa o ia awa pae waa mamuli o ia kaua, a o kona inoa mau ia a hiki i keia la.","This battle of Lonoikamakahiki’s was called Kaiopae, and the landing place was named after this battle and is known as such to this day."
"Mahope iho o keia pio ana i ke kaua ma Kaiopae, hele aku la ka lanakila a hiki i Kohala. Ia lakou nae i hiki aku ai, e hoopaa mai ana ke kaua a na kipi i Hinakahua, ma Kapaau i Kohala. I na kipi i nana mai ai i ka lanakila e hele aku ana mauka, [ ] he mea e ka uuku; a no ia uuku, aa no na kipi e kaua mai i ko Lonoikamakahiki poe kaua. Aka i ka hookokoke ana aku o ka lanakila, ua auhee honua na kipi, a luku aku luku mai na kipi ia lakou iho, a holo aku la me ka manao e pee ma na pali o Pololu a me Honokane.","After the defeat at Kaiopae, victory continued to follow even into Kohala. Upon their arrival there the rebels were in a state of preparedness for war at Hinakahua, in Kapaau of Kohala. The rebels observed the victors approaching on the highlands [ ] in inferior numbers, and because of the enemy’s numerical weakness, mustered courage to give battle to the forces of Lonoikamakahiki; but upon the near approach of the conquerors the rebels fled without any apparent reason, slaughtering each other in their confusion, fleeing to hide themselves among the precipices of Pololu and Honokane."
"A Halelua, loaa aku la na kipi ilaila, a luku ia iho la e Pupuakea me kana laau palau. A make iho la ko Kohala pukaua o Kaiopihi, a lanakila ae la o Lonoikamakahiki ma ia kaua ana. Ua kapaia ia kaua a Lonoikamakahiki o Kaiopihi, no ka make ana o Kaiopihi malaila, a o ka inoa ia oia wahi a hiki mai i keia la.","The rebels, however, were overtaken at Halelua and slaughtered by Pupuakea with his war club. Kaiopihi, the Kohala general was slain, and Lonoikamakahiki once more was victorious at this battle. This battle of Lonoikamakahiki was named Kaiopihi after the incident of the death of Kaiopihi at that place, the locality being known by that name to this day."
